,assembler,type_input_data,type_ref_data,Contigs/scaffolds,Time_min,ContigLength/ScaffoldsLenght,Assembly_length,max_memory_vsz_mb,max_memory_rss_mb,path_ref,script,name_script,path_config_file,Comment,min_fot_score,lenght_ref,ref_vs_qry,qry_vs_ref,X19,Score,Secondary_title,Species,Gene_Count
81,GetOrganelle,genome_1p,full_mt_genom_Eve,0,0.45,0,0,1769.75999999999999,115.920000000000002,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0,14370,0,0,NA,0,Pool animals,E. cyaneus,NA
82,GetOrganelle,genome_1p,part_COI_Ecy,0,0.45,0,0,1768.98000000000002,118.340000000000003,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0,14370,0,0,NA,0,Pool animals,E. cyaneus,NA
83,GetOrganelle,genome_3x,full_COI_Bpul,1,20.1999999999999993,15632,NA,6882.76,5833.57,NA,NA,NA,NA,NA,0.959960697617294,16284,0.958241218373864,0.998208802456499,NA,0.979102679611913,NA,NA,15
84,GetOrganelle,genome_3x,full_COI_Ecy,1,48.78333,3862,NA,9238.01,8125.09,NA,NA,NA,NA,NA,0.268754349338901,14370,0.268336812804454,0.998446400828586,NA,0.633884390742985,NA,NA,3
85,GetOrganelle,genome_3x,full_mt_genom_Bpul,1,24.55,15944,NA,9824.93,5848.72,NA,NA,NA,NA,NA,0.979120609186932,16284,0.977401129943503,0.998243853487205,NA,0.98869139815441,NA,NA,15
86,GetOrganelle,genome_3x,full_mt_genom_Bpul_Eve,NA,25.36667,NA,NA,7478.79,6424.88,NA,NA,NA,NA,не смог собрать,NA,16284,NA,NA,NA,NA,NA,NA,0
87,GetOrganelle,genome_3x,full_mt_genom_Ecy,2,38.28333,14162,NA,9262.92,8131.5,NA,NA,NA,NA,NA,0.985525400139178,14370,0.984342379958246,0.998799604575625,NA,0.867166846168262,NA,NA,14
88,GetOrganelle,genome_3x,full_mt_genom_Eve,4,64.46667,12492,NA,9236.97,8124.45,NA,NA,NA,NA,NA,0.868464264427829,14370,0.856437021572721,0.986151136727506,NA,0.740263105682015,NA,NA,12
89,GetOrganelle,genome_3x,part_COI_Bpul,1,20.86667,15668,NA,6882.95,5830.84,NA,NA,NA,NA,NA,0.962171456644559,16284,0.96045197740113,0.998212918049528,NA,0.980209088023805,NA,NA,15
90,GetOrganelle,genome_3x,part_COI_Ecy,1,46.76667,4184,NA,9300.13,8141.42,NA,NA,NA,NA,NA,0.29116214335421,14370,0.290744606819763,0.998565965583174,NA,0.645118178939288,NA,NA,4
91,GetOrganelle,genome_NCBI,full_COI_Ecy,1,136.550000000000011,15582,0,13982.2099999999991,12765.5400000000009,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,One animal,E. cyaneus,15
92,GetOrganelle,genome_NCBI,full_mt_genom_Ecy,1,115.583299999999994,15582,0,14371.8799999999992,13187.2199999999993,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,One animal,E. cyaneus,15
93,GetOrganelle,genome_NCBI,full_mt_genom_Eve,1,171.583300000000008,15582,0,28107.5299999999988,26536.9900000000016,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,One animal,E. cyaneus,15
94,GetOrganelle,genome_NCBI,part_COI_Ecy,1,152.333300000000008,15582,0,17097.7000000000007,15853.9200000000001,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,One animal,E. cyaneus,15
95,GetOrganelle,genome_NCBI_50p,full_COI_Ecy,1,93.2999999999999972,15582,NA,13992.6599999999999,12734.9500000000007,NA,NA,NA,NA,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,NA,NA,15
96,GetOrganelle,genome_NCBI_50p,full_mt_genom_Ecy,1,77.4166699999999821,15582,NA,15247.5100000000002,13970.8400000000001,NA,NA,NA,NA,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,NA,NA,15
97,GetOrganelle,genome_NCBI_50p,full_mt_genom_Eve,1,207.599999999999994,15582,NA,39053.0400000000009,37588.8799999999974,NA,NA,NA,NA,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,NA,NA,15
98,GetOrganelle,genome_NCBI_50p,part_COI_Ecy,1,99.683329999999998,15582,NA,15374.1599999999999,14119.7600000000002,NA,NA,NA,NA,NA,0.917389577583479,14370,0.996868475991649,0.914516750096265,NA,0.957193700917848,NA,NA,15
99,GetOrganelle,transcriptome,full_COI_Ecy,1,1,1601,0,9544.93000000000029,520.029999999999973,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.111412665274878,14370,0.111412665274878,1,NA,0.55570633263744,One animal,E. cyaneus,1
100,GetOrganelle,transcriptome,full_mt_genom_Bpul,2,1.21666699999999994,12071,NA,7088.93000000000029,400.819999999999993,NA,NA,NA,NA,NA,0.741279783836895,16284,0.712478506509457,0.961146549581642,NA,0.728726209982,NA,NA,13
101,GetOrganelle,transcriptome,full_mt_genom_Ecy,6,1,11734,0,1770.83999999999992,337.939999999999998,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.816562282533056,14370,0.808629088378567,0.990284642918016,NA,0.695535670124078,One animal,E. cyaneus,13
102,GetOrganelle,transcriptome,full_mt_genom_Eve,2,1,2179,0,1770.83999999999992,169.430000000000007,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.151635351426583,14370,0.148155880306193,0.977053694355209,NA,0.444211231521995,One animal,E. cyaneus,0
103,GetOrganelle,transcriptome,full_mt_genom_EveS_EveS,1,0.55,89,NA,1770.83999999999992,161.150000000000006,NA,NA,NA,NA,S by W,NA,15601,0,0,NA,NA,NA,NA,0
104,GetOrganelle,transcriptome,part_COI_Ecy,1,1,1601,0,7908.93999999999869,546.159999999999968,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.111412665274878,14370,0.111134307585247,0.997501561524047,NA,0.555012133596043,One animal,E. cyaneus,1
105,GetOrganelle,transcriptome_10p,full_COI_Ecy,1,1.05000000000000004,1579,0,1770.80999999999995,513.580000000000041,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.109881697981907,14370,0.109394572025052,0.995566814439519,NA,0.55371077111162,One animal,E. cyaneus,1
106,GetOrganelle,transcriptome_10p,full_mt_genom_Ecy,NA,NA,NA,0,NA,NA,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,NA,14370,NA,NA,NA,0,One animal,E. cyaneus,NA
107,GetOrganelle,transcriptome_10p,full_mt_genom_Eve,NA,NA,NA,0,NA,NA,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,NA,14370,NA,NA,NA,0,One animal,E. cyaneus,NA
108,GetOrganelle,transcriptome_10p,part_COI_Ecy,1,1.21666699999999994,1526,0,9363.40999999999985,599.100000000000023,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.106193458594294,14370,0.104175365344468,0.980996068152031,NA,0.547841223022698,One animal,E. cyaneus,0
109,GetOrganelle,transcriptome_1p,full_COI_Ecy,1,1.11666700000000008,1525,0,9544.93000000000029,520.029999999999973,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.106123869171886,14370,0.104175365344468,0.981639344262295,NA,0.547984644694663,One animal,E. cyaneus,0
110,GetOrganelle,transcriptome_1p,full_mt_genom_Ecy,0,1.1666669999999999,0,0,1770.83999999999992,337.939999999999998,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,No assemb,0,14370,0,0,NA,0,One animal,E. cyaneus,NA
111,GetOrganelle,transcriptome_1p,full_mt_genom_Eve,3,0.383333299999999966,4201,0,1770.83999999999992,169.430000000000007,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.292345163535142,14370,0.289770354906054,0.991192573196858,NA,0.476660356242845,One animal,E. cyaneus,0
112,GetOrganelle,transcriptome_1p,part_COI_Ecy,1,1.25,1560,0,7908.93999999999869,546.159999999999968,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.108559498956159,14370,0.104036186499652,0.958333333333333,NA,0.542732254697288,One animal,E. cyaneus,1
113,GetOrganelle,transcriptome_our,full_COI_Ecy,1,3.73333300000000001,222,0,2572.92999999999984,1326.04999999999995,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,NA,14370,0,0,NA,NA,Pool animals,E. cyaneus,NA
114,GetOrganelle,transcriptome_our,full_mt_genom_Ecy,2,1.23333300000000001,1157,0,1770.83999999999992,400.70999999999998,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.080514961725818,14370,0.0741127348643006,0.920484010371651,NA,0.393777926740443,Pool animals,E. cyaneus,NA
115,GetOrganelle,transcriptome_our,full_mt_genom_Eve,2,0.516666700000000034,881,0,1770.83999999999992,188.340000000000003,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,0.061308281141267,14370,0.0609603340292276,0.994324631101022,NA,0.40414831156788,Pool animals,E. cyaneus,NA
116,GetOrganelle,transcriptome_our,part_COI_Ecy,1,3.0833330000000001,219,0,1957.45000000000005,966.380000000000109,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_getOrganelle,"Script_getOrganelle,sh",no_use,NA,NA,14370,0,0,NA,NA,Pool animals,E. cyaneus,NA
117,MEANGS,genome,de_novo,97,173.966700000000003,48857,0,5190.52999999999975,3998.26000000000022,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.334231439804848,14370,0.800695894224078,0.267617741572344,NA,0.353213588487948,Pool animals,E. cyaneus,9
118,MEANGS,genome,de_novo_Bpul,148,113.4833,58574,NA,5259.01000000000022,4178.35000000000036,NA,NA,NA,NA,NA,0.277719663636737,16284,0.712232866617539,0.197801072148052,NA,0.298627589789773,NA,B. pullus,NA
119,MEANGS,genome,de_novo_EveS,84,74.3333300000000037,30012,NA,5167.26000000000022,3910.55000000000018,NA,NA,NA,NA,S by W,0.541232862403608,15601,0.611691558233447,0.331067572970812,NA,0.373974188878158,NA,NA,5
120,MEANGS,genome_10p,de_novo,47,7.66666700000000034,16788,0,4395.89000000000033,3548.51999999999998,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.963483867702901,14370,0.487543493389005,0.469740290683822,NA,0.485511061880103,Pool animals,E. cyaneus,3
121,MEANGS,genome_16p,de_novo,63,12.2833299999999994,24214,0,4384.43000000000029,3553.82000000000016,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.561316434044031,14370,0.548643006263048,0.307962335838771,NA,0.358448698004718,Pool animals,E. cyaneus,4
122,MEANGS,genome_1p,de_novo,8,0.833333299999999788,1701,0,3950.76999999999998,3155,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.118371607515658,14370,0.020946416144746,0.176954732510288,NA,0.110318189042673,Pool animals,E. cyaneus,0
123,MEANGS,genome_3x,de_novo,123,40.21667,44652,NA,5121.61,3744.03,NA,NA,NA,NA,NA,0.44831962734032,14370,0.652400835073069,0.292484099256472,NA,0.350333660742668,NA,NA,2
124,MEANGS,genome_3x,de_novo_Bpul,106,23.25,44653,NA,5049.4,3602.06,NA,NA,NA,NA,NA,0.363933576977879,16284,0.691230655858511,0.251562045103353,NA,0.329040060050973,NA,NA,13
125,MEANGS,genome_NCBI,de_novo,147,178.349999999999994,60525,0,11781.8199999999997,4154.35000000000036,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.239048999771006,14370,0.85330549756437,0.203981825691863,NA,0.32578476102892,One animal,E. cyaneus,12
126,MEANGS,genome_NCBI_50p,de_novo,82,93.2999999999999972,39821,NA,4852.17000000000007,3702.67999999999984,NA,NA,NA,NA,NA,0.362226066197278,14370,0.848643006263048,0.307400617764496,NA,0.38261620304401,NA,NA,12
127,MEANGS,transcriptome,de_novo,293,54.0333299999999994,74341,0,5098.64000000000033,4017.36000000000013,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.19200956047979,14370,0.772303409881698,0.148289638288428,NA,0.2790038944833,One animal,E. cyaneus,0
128,MEANGS,transcriptome,de_novo_EveS,434,58.7000000000000028,80282,NA,4914.60000000000036,4399.96000000000004,NA,NA,NA,NA,S by W,NA,15601,0,0,NA,NA,NA,NA,3
129,MEANGS,transcriptome,full_mt_genom_Bpul,8,102.416700000000006,11093,NA,12230.7999999999993,12226.7800000000007,NA,NA,NA,NA,NA,0.623434317862679,16284,0.545259150085974,0.874605607139638,NA,0.542074768772073,NA,NA,0
130,MEANGS,transcriptome_10p,de_novo,189,5.53333299999999983,44804,0,4197.96000000000004,3390.09000000000015,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.320699490988259,14370,0.724634655532359,0.23238996518168,NA,0.320753779248328,One animal,E. cyaneus,10
131,MEANGS,transcriptome_1p,de_novo,84,0.7,22270,0,4029.15000000000009,3244.32000000000016,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.652833696560217,14370,0.676130828114127,0.441400987876066,NA,0.445567568613793,One animal,E. cyaneus,5
132,MEANGS,transcriptome_our,de_novo,479,41.4166700000000034,94058,0,5281.39999999999964,4055.61999999999989,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MEANGS,"Script_getOrganelle,sh",no_use,NA,0.164704919400676,14370,0.594572025052192,0.0979289374641179,NA,0.214823391147305,Pool animals,E. cyaneus,NA
133,MITGARD,genome,full_COI_Bpul,6,59.7000000000000028,10048,NA,1871.58999999999992,397.600000000000023,NA,NA,NA,NA,NA,0.109357662433732,16284,0.109357662433732,1,NA,0.346345497883533,NA,B. pullus,NA
134,MITGARD,genome,full_COI_Ecy,8,39.7166700000000006,10636,0,1870.82999999999993,407.699999999999989,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MEANGS,sh",no_use,NA,0.127259524536461,14370,0.115031315240084,0.903911244828883,NA,0.317800521151358,Pool animals,E. cyaneus,0
135,MITGARD,genome,full_COI_EveS,27,34.2333300000000023,13437,NA,5804.93000000000029,635.629999999999995,NA,NA,NA,NA,S by W,0.287096980962759,15601,0.1071085186847,0.373074346952445,NA,0.201079220909235,NA,NA,NA
136,MITGARD,genome,full_mt_genom_Bpul,33,66.5166700000000048,96298,NA,10144.9300000000003,537.480000000000018,NA,NA,NA,NA,NA,0.935926595919848,16284,0.956951608941292,0.895636461816445,NA,0.704704424245155,NA,B. pullus,NA
137,MITGARD,genome,full_mt_genom_Bpul_Eve,141,58.6499999999999986,53252,NA,2300.92999999999984,635.960000000000036,NA,NA,NA,NA,NA,0.613114593649324,16284,0.160522746886944,0.0984188387290618,NA,0.219787094461723,NA,B. pullus,NA
138,MITGARD,genome,full_mt_genom_Ecy,61,41.683329999999998,217447,0,6312.93000000000029,635.710000000000036,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MEANGS,sh",no_use,NA,0.296479276641117,14370,0.995059151009047,0.295014417306286,NA,0.40073657189485,Pool animals,E. cyaneus,0
139,MITGARD,genome,full_mt_genom_Eve,131,39.816670000000002,71624,0,9708.93000000000029,635.960000000000036,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MEANGS,sh",no_use,NA,0.319032464284427,14370,0.836047320807237,0.266726237015526,NA,0.357359902473363,Pool animals,E. cyaneus,0
140,MITGARD,genome,full_mt_genom_EveS_Ecy,121,32.5,55869,NA,13402.5,635.950000000000045,NA,NA,NA,NA,S by W,0.466110312073701,15601,0.515415678482149,0.240240562744993,NA,0.30750775402769,NA,NA,0
141,MITGARD,genome,full_mt_genom_EveS_EveS,63,38.7000000000000028,98104,NA,1876.80999999999995,635.710000000000036,NA,NA,NA,NA,S by W,0.628915205152652,15601,0.944811230049356,0.59420614857702,NA,0.545951399913013,NA,NA,0
142,MITGARD,genome,part_COI_Bpul,6,59.3833300000000008,4592,NA,10140.9300000000003,389.839999999999975,NA,NA,NA,NA,NA,0.094357456951465,16284,0.0531377142152632,0.56315331010453,NA,0.219328786984481,NA,B. pullus,NA
143,MITGARD,genome,part_COI_Ecy,7,39.6166699999999992,4821,0,2391.98999999999978,636,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MEANGS,sh",no_use,NA,0.061502809832592,14370,0.0562978427279054,0.91537025513379,NA,0.294007012637858,Pool animals,E. cyaneus,0
144,MITGARD,genome,part_COI_EveS,6,34.8333299999999966,4376,NA,1858.41000000000008,636.009999999999991,NA,NA,NA,NA,S by W,0.093573803675855,15601,0.0529453240176912,0.56581352833638,NA,0.219749830674148,NA,NA,0
145,MITGARD,genome_10p,full_COI_Ecy,4,3.01666699999999999,4605,0,1866.78999999999996,181.439999999999998,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.163765608258062,14370,0.112804453723034,0.688816503800217,NA,0.303846641445328,Pool animals,E. cyaneus,1
146,MITGARD,genome_10p,full_mt_genom_Ecy,49,4,93686,0,10140.9300000000003,635.950000000000045,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.43329128651731,14370,0.949269311064718,0.411310121042632,NA,0.453569720472493,Pool animals,E. cyaneus,0
147,MITGARD,genome_10p,full_mt_genom_Eve,20,3.03333299999999983,8184,0,3776.92999999999984,147.879999999999995,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.570123649602208,14370,0.328531663187196,0.57624633431085,NA,0.381225411775063,Pool animals,E. cyaneus,0
148,MITGARD,genome_10p,part_COI_Ecy,2,3.06666699999999981,1431,0,1854.8900000000001,150.800000000000011,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.056019584522795,14370,0.0547668754349339,0.977638015373864,NA,0.3971061188329,Pool animals,E. cyaneus,0
149,MITGARD,genome_16p,full_COI_Ecy,6,4.96666700000000017,9949,0,1875.65000000000009,635.919999999999959,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.118510191139437,14370,0.112804453723034,0.951854457734446,NA,0.337458942315898,Pool animals,E. cyaneus,0
150,MITGARD,genome_16p,full_mt_genom_Ecy,37,5.38333300000000037,115437,0,4744.93000000000029,635.919999999999959,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.368245694194167,14370,0.965344467640919,0.355483943622929,NA,0.429025283121263,Pool animals,E. cyaneus,0
151,MITGARD,genome_16p,full_mt_genom_Eve,57,4.95000000000000018,29944,0,1840.94000000000005,635.980000000000018,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.708700101866059,14370,0.602366040361865,0.426896874165108,NA,0.438876719010538,Pool animals,E. cyaneus,0
152,MITGARD,genome_16p,part_COI_Ecy,6,4.84999999999999964,4478,0,1857.46000000000004,635.990000000000009,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.082746934330388,14370,0.0556019485038274,0.671951764180438,NA,0.24424182842033,Pool animals,E. cyaneus,0
153,MITGARD,genome_1p,full_COI_Ecy,4,0.416666700000000034,2194,0,3732.92999999999984,115.560000000000002,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.07633959638135,14370,0.0756437021572721,0.990884229717411,NA,0.348216882064008,Pool animals,E. cyaneus,0
154,MITGARD,genome_1p,full_mt_genom_Ecy,57,0.666666699999999945,22939,0,1867.8599999999999,635.639999999999986,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.746800005970138,14370,0.242867084203201,0.325210340468198,NA,0.333105322572665,Pool animals,E. cyaneus,0
155,MITGARD,genome_1p,full_mt_genom_Eve,57,0.416666700000000034,93459,0,7932.93000000000029,110.670000000000002,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.037369519832986,14370,0.0167014613778706,0.446927374301676,NA,0.129635553790414,Pool animals,E. cyaneus,0
156,MITGARD,genome_1p,part_COI_Ecy,2,0.433333299999999966,1115,0,8760.93000000000029,91.0400000000000063,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.042297556331005,14370,0.0420320111343076,0.99372197309417,NA,0.394512885139873,Pool animals,E. cyaneus,0
157,MITGARD,genome_3x,full_COI_Bpul,6,9.266667,10047,NA,9916.93,398.59,NA,NA,NA,NA,NA,0.108879882092852,16284,0.108879882092852,1,NA,0.346106607713093,NA,NA,0
158,MITGARD,genome_3x,full_COI_Ecy,6,14.88333,10032,NA,1873.11,635.97,NA,NA,NA,NA,NA,0.119982756756968,14370,0.115031315240084,0.958732057416268,NA,0.340103199019998,NA,NA,0
159,MITGARD,genome_3x,full_mt_genom_Bpul,17,13.81667,119535,NA,6416.93,635.81,NA,NA,NA,NA,NA,0.772812829756997,16284,0.942765905183002,0.728581586982892,NA,0.625745962833665,NA,NA,0
160,MITGARD,genome_3x,full_mt_genom_Bpul_Eve,40,8.816667,13432,NA,6773.32,635.52,NA,NA,NA,NA,NA,0.434810493415885,16284,0.168816015720953,0.388251935675998,NA,0.25421961120321,NA,NA,0
161,MITGARD,genome_3x,full_mt_genom_Ecy,47,17.75,217772,NA,6773.32,635.52,NA,NA,NA,NA,NA,0.298400357848508,14370,0.988239387613083,0.294890986903734,NA,0.400701832027503,NA,NA,0
162,MITGARD,genome_3x,full_mt_genom_Eve,72,15.83333,45204,NA,3212.94,635.58,NA,NA,NA,NA,NA,0.533650064700049,14370,0.802922755741127,0.428479780550394,NA,0.444735372470115,NA,NA,0
163,MITGARD,genome_3x,part_COI_Bpul,6,9.016667,4560,NA,1858.44,389.63,NA,NA,NA,NA,NA,0.093343158929011,16284,0.0522598870056497,0.559868421052632,NA,0.21803453341349,NA,NA,0
164,MITGARD,genome_3x,part_COI_Ecy,6,16.45,4554,NA,1866,635.58,NA,NA,NA,NA,NA,0.057934475815065,14370,0.0559498956158664,0.965744400527009,NA,0.311573859656155,NA,NA,0
165,MITGARD,genome_NCBI,full_COI_Ecy,15,96.0999999999999943,12991,0,4497.30000000000018,635.789999999999964,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.155192096779494,14370,0.115100904662491,0.741667308136402,NA,0.269656744061265,One animal,E. cyaneus,0
166,MITGARD,genome_NCBI,full_mt_genom_Ecy,70,100.799999999999997,107140,0,10141.2999999999993,635.850000000000023,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.311321635243607,14370,1,0.311321635243607,NA,0.409232246193233,One animal,E. cyaneus,0
167,MITGARD,genome_NCBI,full_mt_genom_Eve,74,94.6500000000000057,61842,0,1842.23000000000002,452.720000000000027,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.448944199181758,14370,0.975017397355602,0.437728404644093,NA,0.468800878673743,One animal,E. cyaneus,0
168,MITGARD,genome_NCBI,part_COI_Ecy,8,93.75,5338,0,6773.31999999999971,635.950000000000045,/media/main/sandbox/ad/mt_BM/ref_mt_BM,/media/main/sandbox/ad/mt_BM/use_MITGARD,"Script_MITGARD,sh",no_use,NA,0.066706739137201,14370,0.0542101600556715,0.812663919070813,NA,0.264645204565923,One animal,E. cyaneus,0
169,MITGARD,genome_NCBI_50p,full_COI_Ecy,13,44.3666699999999992,12002,NA,10141.2999999999993,635.620000000000005,NA,NA,NA,NA,NA,0.143278362748053,14370,0.114961725817676,0.802366272287952,NA,0.28438235944419,NA,NA,0
170,MITGARD,genome_NCBI_50p,full_mt_genom_Ecy,45,46.2000000000000028,100902,NA,10140.9300000000003,635.779999999999973,NA,NA,NA,NA,NA,0.21895502566847,14370,1,0.21895502566847,NA,0.36503306838979,NA,NA,0
